student_id,name,age,grade_level,location,subjects,enrollment_date,tutor_id,tutor_name,tutor_experience_years,tutor_rating,pre_tutoring_score,post_tutoring_score,improvement_percentage
c315d334-e47c-48ea-939e-5ca2b9e7f780,David Clark,15,7,Port Melissahaven,Physics,2020-07-27,6a372851-02c1-40b0-bce7-774272280d9a,Curtis Riley,5,3.6,80,92,15.0
82f1240d-4e5c-4dd2-9dda-17a36779de0d,Calvin Anderson,8,12,Thorntonton,"Math, Science",2024-06-02,d18c9149-847e-4300-baad-e4d47593afba,Christina Price,18,4.9,54,76,40.74
d432f8db-6a17-4c1c-bf9c-c545635518f7,April Lee,11,10,Ernestbury,Chemistry,2023-10-24,b7b52ef6-e781-471b-bd62-91167a764f13,Martha Lee,12,3.8,82,100,21.95
7a658abe-1188-4fa1-b660-ffd5119fc1c4,Troy Hawkins,7,5,Timothyville,"Physics, Math, Science",2022-07-10,36cc66a4-03a7-490a-b25c-c9a3edbc59fe,Michelle Mullins,14,4.7,59,90,52.54
d44f85e7-e2f8-4051-813c-66888f1b5be1,Tyler Wright,14,9,East Mary,"English, Chemistry",2022-05-16,0c445964-acdb-4ccc-900d-cfdbc413b8e8,Monique Jacobson,4,3.9,66,74,12.12
af405e52-199a-4949-ba9d-82b8afbae6c3,Deborah Glover,17,4,Williamside,"English, History",2020-08-20,b473e514-20a7-446b-b9c8-d852760eff62,Daniel Moore,1,4.8,85,88,3.53
0fa07a3f-2e29-4065-afa2-31e959acdd98,Amanda Garcia,16,4,Gonzalezstad,"Biology, Science",2023-12-31,09b12bc9-8805-4048-b53a-7cec4fbf545a,Christopher Kemp,3,4.5,93,97,4.3
b4577bf7-a251-40a8-9870-c707955fbc33,Dr. Ashley Maxwell,7,2,New Dawn,"History, Science",2024-05-14,746c8933-eee6-4c71-ae16-6b743841ed43,Kimberly Harris,15,3.6,81,84,3.7
0212585b-0b2f-4580-b3f0-53233bd5f8a2,Aaron Wilson,15,2,North Joyce,"Geography, English",2021-09-06,e1bd8bab-1a6e-4ef7-9470-08340af23ed3,Michael Torres,3,4.7,94,97,3.19
90ec8374-6862-4c24-a13a-6ad812b34a24,Tracy Reynolds,6,7,Sanchezfurt,"History, Geography, Physics",2021-11-30,b397b350-838a-425d-b436-915272e99ed1,William Miller,16,4.0,96,96,0.0
98c75205-1e01-4934-802d-0baf878b9f6b,Mary Smith,7,6,Mcculloughhaven,Geography,2022-08-25,d9836a1f-bad8-4e6a-9f5c-e777dae3c720,Carlos Sims,2,3.6,60,61,1.67
6b944e09-21cc-44b3-92bd-f75fb3c161c3,Jason House,6,11,Evansstad,"English, Math",2020-09-19,85b3a01e-e414-4592-92ce-51fd55ed6029,Danny Harper,8,4.6,95,100,5.26
c5cf255f-278d-44f6-88df-480ea3b4e529,Philip Taylor,13,10,West Adammouth,"English, Physics",2021-03-27,81992dc5-d748-4a76-80aa-f97e454b57c1,Scott Stanley,13,4.2,83,99,19.28
4fe4b735-5c29-46da-81d7-fbe99df497f1,Alexander Stokes,13,2,New Michellehaven,Science,2023-02-15,5e3fafbf-fc06-43de-adb3-a8a79e9e44c5,Christine Cortez,11,4.4,53,78,47.17
606e8502-002f-4cc4-896b-fafff5b7751f,Tony Dominguez,17,5,East Kimberly,Geography,2021-05-08,4f73efb1-70dc-4c84-b569-62c2706c360e,Darrell Rivera,2,4.9,76,78,2.63
52722246-257e-4412-a215-74899fbd4b9f,Ryan Scott,14,11,New Janet,"Biology, History",2020-12-22,04cb4dad-d98e-4ec6-8fde-ab3c158423a5,Pamela Rodriguez,11,4.6,87,96,10.34
b3969057-425c-4200-905a-da6b720299e3,Joseph Freeman,15,7,North Troyport,"English, History, Math",2023-12-21,52f29d2c-3747-414b-9140-e8ae892324d6,Victoria Moran,16,4.8,64,94,46.88
17fd3736-b7ef-441c-9e00-ea6dca24be4d,Marc Williams,15,1,East Tina,"Science, Chemistry",2022-06-18,4d433c1f-4e25-442b-8c45-89b5bbd4b4ed,Kevin Adams,20,3.6,67,99,47.76
2367ad9e-8dcd-4d64-b9e8-e4ee8b7f6d7a,Daniel Perez,12,9,Port Trevor,"History, Chemistry, Biology",2022-06-13,e89a006d-7163-4db0-80af-906697046d7c,Tracy Johnson,20,4.6,89,99,11.24
07b6e08e-6ac1-4a75-afb9-18c86e5bac20,Sean Nguyen III,14,5,Chadstad,"Biology, Chemistry",2020-04-01,aaa91ed4-7be1-451a-bc12-55417d534839,Vincent Roth,16,4.9,50,67,34.0
567fec5e-04ea-481d-a006-8c1cbbd743b3,Cheryl Gutierrez,17,4,Lake Larryfurt,Chemistry,2020-06-11,ad26ebe4-cadf-4be2-868f-63654405962b,Jeremy Page,4,3.8,57,87,52.63
3085ee6d-a31c-45d2-8d96-a6a19dbdc6ff,Kimberly Brown,14,1,East Rebeccatown,English,2022-03-12,09b12bc9-8805-4048-b53a-7cec4fbf545a,Christopher Kemp,3,4.5,51,90,76.47
0c15a575-09c6-4c1d-80f2-460382951fe0,Ashley Carr,15,9,Lake Kristin,Physics,2020-03-23,9067f726-4ce6-4c93-99b6-edfad219c778,Andrew Smith,16,4.4,58,78,34.48
a83299e9-fae4-4529-ba9f-cece50ed6af2,Katelyn Olson,8,11,Josephland,"Math, Physics",2023-11-26,ef137c97-1058-4f45-a539-021523c0b469,Andrew Burns,20,4.7,83,87,4.82
771a0a12-2a6c-46cb-aa63-0fd171cf539d,Ronald Jackson,8,3,New Nicholasville,"Geography, Math, Chemistry",2020-11-08,c2f27fc1-b210-4ccd-a51e-0bdec816c4aa,Crystal Washington,13,4.4,70,90,28.57
91dc59ef-eb21-43f6-a6fd-68e8d69c91c2,Michael Levy,12,6,Port Ericaburgh,"History, Biology, Geography",2022-11-29,27836433-60c3-446c-bc6b-f04b5a3d4eac,David Lutz,15,4.8,83,83,0.0
3a05c0b7-3ddf-45b2-8151-28dbaf8c96a9,Dr. Donald Smith MD,11,4,Christopherport,"Chemistry, English, Geography",2023-08-05,09b12bc9-8805-4048-b53a-7cec4fbf545a,Christopher Kemp,3,4.5,82,97,18.29
f902d6c0-5bf5-4279-8704-768e6e927501,Ralph Kaiser,7,9,South Rebeccaville,"Physics, Chemistry",2023-10-17,81992dc5-d748-4a76-80aa-f97e454b57c1,Scott Stanley,13,4.2,66,72,9.09
bda17da2-000f-463d-a2a0-1335a83023ab,Jonathon Scott,14,9,South Michelleport,Science,2023-06-21,a3455904-0830-47b4-9b5e-ea1f8eace752,James Burch,20,4.2,66,68,3.03
35783f66-2114-42d6-90ea-1324862f78e1,Jill Clarke,14,10,Simmonsfort,English,2023-04-25,302d6194-ee55-4e17-9e5d-d6f9aabaa3a8,Kathleen Todd,3,3.7,70,78,11.43
c36a4162-da59-4d3e-a0fe-9e1b79101825,Shirley Robbins,10,2,Melvinburgh,"Physics, Biology, History",2021-08-02,cf4d5d14-adc0-4cdf-be29-781507814bf4,Joseph Dunn,18,4.3,90,93,3.33
2367ad9e-8dcd-4d64-b9e8-e4ee8b7f6d7a,Daniel Perez,12,9,Port Trevor,"History, Chemistry, Biology",2022-06-13,52f29d2c-3747-414b-9140-e8ae892324d6,Victoria Moran,16,4.8,77,84,9.09
3e581dd5-eed1-4368-9811-6722277dfc7b,Tara Morgan,11,2,North Erin,History,2023-04-22,7b2f84a1-db45-435d-a332-8206f963aee1,Victoria Humphrey,9,4.9,54,58,7.41
0a9d499c-a269-4c2d-a14f-1ddc4bc972ce,Jeffrey Fleming,14,12,Nicholasborough,"English, Math, Geography",2022-12-13,d2e922b3-e80a-4294-b3cf-eea6aac41158,Cody Myers,5,3.8,98,99,1.02
ef6ed981-be23-4d25-ac78-8719d9371f2a,Melissa Brown,8,8,North Matthewburgh,"History, Science",2022-04-06,4f0fa9db-4b6a-4fea-81cf-7f935e6cc9e4,Andrew Williams,19,4.5,84,92,9.52
03cb8f1e-9b9a-4bf5-8a78-491f02115503,Tiffany Beasley,16,2,Cruzfort,"Chemistry, Physics",2020-03-25,746c8933-eee6-4c71-ae16-6b743841ed43,Kimberly Harris,15,3.6,50,54,8.0
4815642c-a2bb-4283-bd83-ad7c39f706d4,Vincent Bell,15,3,South Steven,"Science, History, Chemistry",2021-03-04,e309b6b2-7e28-4b78-ab5c-31226e939338,Jeffrey Harris,17,3.7,82,94,14.63
675e0c52-1eb9-4739-b8ac-dd816522ff46,Anthony Nelson,10,7,West Erinshire,"History, Physics, Math",2022-06-19,ee9d0e10-f9d7-479d-bd0b-fd3ba7d8baef,Peggy White,14,4.0,71,98,38.03
06dc1579-6476-40a1-b6a6-59ef24eac3f4,Monica Bray,14,12,Middletonmouth,"Science, English, Biology",2023-12-06,2328d866-975e-4ac2-b08d-f7c1e20fed4b,Daniel Howard,13,4.6,99,99,0.0
62fda854-775e-4ec3-9c9d-03f309018aee,Brian Osborne,16,2,North Carmenberg,Biology,2022-10-03,22a85558-9028-4d86-b769-8480a0fdd91b,Angela Kelly,4,5.0,63,65,3.17
a4e0ee5b-1638-425c-8d66-65d8edf2a720,Felicia Hunter,18,4,Williamsville,Science,2022-04-14,0c7c9761-a617-4e49-844e-c9a812c19b82,Carolyn Fischer,17,4.5,64,80,25.0
e0dd0541-7218-4a39-963a-7486be216476,Kristina Winters,8,11,New Stephanie,"Science, History",2020-10-04,b8ed3aa4-681b-470b-82e4-dc34a7f83cd9,Alex Peters,5,3.5,54,98,81.48
c74dd25c-6dbf-459c-837d-975248f3531c,Michelle Shah DDS,11,6,Veronicaborough,"History, Science, Geography",2023-09-03,df0b60b9-6234-439f-beb9-13924c041d5a,Haley Jackson,6,4.7,67,70,4.48
92f078b8-2269-4227-8513-d91e48622a67,Christine Garcia,10,8,Figueroaview,Physics,2022-06-27,b473e514-20a7-446b-b9c8-d852760eff62,Daniel Moore,1,4.8,55,95,72.73
033c1469-4f06-4a18-b4a2-64447d3c279b,Kristi Martin,13,9,Lambfort,History,2022-09-02,6a372851-02c1-40b0-bce7-774272280d9a,Curtis Riley,5,3.6,64,96,50.0
5a505a98-45c5-4e39-881d-0ee198082cf3,Sheila Cruz,7,4,Jackburgh,Physics,2024-03-21,b397b350-838a-425d-b436-915272e99ed1,William Miller,16,4.0,89,93,4.49
23f3e5ae-d1de-4fa8-a1c5-63425033b5a4,James Riley,9,9,North Jason,"Physics, English, Chemistry",2020-03-26,ef381237-19a0-4532-9219-7d9333a70c3d,Mr. John Heath,14,4.7,55,89,61.82
8d4e2753-ef26-45b7-8e49-df560b648acd,Joel Hardy,10,2,Port Robertfort,History,2023-12-01,a9c633e2-7c11-4797-b6bf-aa9b641d2571,Charles Morse,14,4.5,53,91,71.7
ac73189c-6fdc-4e00-a0d9-da583db4cb81,Amanda Houston,10,1,Charlesmouth,Chemistry,2022-09-11,140895d0-281b-4255-8fc7-6634cea323b4,Peter Boyer,8,5.0,73,88,20.55
b5f767d3-2111-49a5-baaa-d22c8c372aad,Keith Ferguson,12,9,Bradshawport,Science,2020-10-21,e1bd8bab-1a6e-4ef7-9470-08340af23ed3,Michael Torres,3,4.7,70,88,25.71
bd03c81f-7ff3-4029-92bd-db3b649ec503,Henry Perkins,11,6,Lake Angelburgh,"Math, Biology, Chemistry",2020-02-14,fcd2f001-852b-49b5-a779-fe32028990e6,Meghan Leonard,20,3.8,93,99,6.45
6239f30a-7052-4bb6-90c6-735014b3f264,Kimberly Arnold,17,11,East Douglasfurt,"Biology, History, Geography",2024-05-07,d5b2fd55-a89d-431d-a6ad-2510de7b2c42,Jose Robles,7,4.6,98,100,2.04
a8294aab-afaf-4b68-a05b-f9e7c42b43fa,Patricia Rodriguez,7,4,Port Jacobfort,"English, Biology",2022-07-03,ad26ebe4-cadf-4be2-868f-63654405962b,Jeremy Page,4,3.8,52,71,36.54
b5c99b49-751f-4e54-a0e7-74869ed9c124,Lance King,18,1,Johnsonton,"History, Math, Geography",2024-03-22,08153b1f-f77b-4c86-aa32-49e632ab7704,Nicole Macdonald,12,4.2,68,68,0.0
849648e8-5084-440f-bb8f-5fc77c96eefa,Anna Stewart,7,10,Port Tammy,Geography,2020-05-31,0c445964-acdb-4ccc-900d-cfdbc413b8e8,Monique Jacobson,4,3.9,64,83,29.69
b5b85fb3-c5b0-43c8-a038-c8f68cb12015,Laura Douglas,18,4,Christinahaven,"Math, Chemistry",2023-07-16,64d2a318-4388-438a-82bc-a728ec207495,Marie Larson,20,3.8,93,98,5.38
e9e7e1ba-916b-41ee-afae-feda6b325d48,Michelle Nielsen,8,1,Williamside,"Science, Math",2023-05-28,d866e735-f4a6-4316-8851-c1df7d1e162d,Glenn Warren,7,4.9,53,54,1.89
03cb8f1e-9b9a-4bf5-8a78-491f02115503,Tiffany Beasley,16,2,Cruzfort,"Chemistry, Physics",2020-03-25,a5160d17-e71f-4674-8588-3d4441b11180,Joshua Coleman,11,3.7,85,89,4.71
882ab925-80b2-4b0c-aa24-65cf16c2b4aa,Barbara Watkins,11,10,Barajasburgh,Math,2022-07-10,0c7c9761-a617-4e49-844e-c9a812c19b82,Carolyn Fischer,17,4.5,98,100,2.04
970a06dc-f444-4dae-9d21-ae7c60252b8d,Anna Phelps,6,6,Thomasview,"Physics, Biology",2021-08-29,cfa243f7-74a4-4022-a7b1-5c59cf1b0e9c,Robert Turner,11,3.6,92,100,8.7
039d60ba-9c99-4735-95a6-52a708fce7af,Brian Joseph,9,4,New Angela,"History, Geography, Biology",2023-10-27,8b67e0d3-05d7-4967-ad96-35ef1426a5dc,Patrick Stevenson,3,4.4,61,88,44.26
c4be5a7f-a15d-41c9-9536-99654f4f5a26,David Reyes,18,6,Brewerhaven,"Chemistry, Math",2023-02-17,5e3fafbf-fc06-43de-adb3-a8a79e9e44c5,Christine Cortez,11,4.4,71,90,26.76
a9452a96-a123-4c72-89ac-e04913bd01ae,Cole Guzman,7,6,Ericberg,"Biology, History, Chemistry",2023-08-27,d7fab5bc-1dc1-4ea2-af06-771ef7f6b599,Kelli Warner,3,4.0,90,96,6.67
90ec8374-6862-4c24-a13a-6ad812b34a24,Tracy Reynolds,6,7,Sanchezfurt,"History, Geography, Physics",2021-11-30,7b2f84a1-db45-435d-a332-8206f963aee1,Victoria Humphrey,9,4.9,57,60,5.26
03cb8f1e-9b9a-4bf5-8a78-491f02115503,Tiffany Beasley,16,2,Cruzfort,"Chemistry, Physics",2020-03-25,aaa91ed4-7be1-451a-bc12-55417d534839,Vincent Roth,16,4.9,74,98,32.43
ce65b211-a3c9-48d7-aceb-18652fc339b9,Jason Arroyo,11,7,West Michael,History,2022-09-02,e89a006d-7163-4db0-80af-906697046d7c,Tracy Johnson,20,4.6,68,89,30.88
43fd46ff-d034-49a4-aca7-23c48f4ed442,Dean Graves,13,6,Kimberlyhaven,Chemistry,2023-11-19,b397b350-838a-425d-b436-915272e99ed1,William Miller,16,4.0,50,78,56.0
56525ce0-3725-4d0c-b9c4-5c38b440ffe0,Andrew Martin,11,6,West Diamondberg,"Math, Chemistry",2020-07-16,e89a006d-7163-4db0-80af-906697046d7c,Tracy Johnson,20,4.6,79,85,7.59
e5e6190b-28da-4b89-8130-8a09cddd03bb,David Espinoza,11,6,Fisherburgh,"Biology, Physics, Chemistry",2023-07-26,04cb4dad-d98e-4ec6-8fde-ab3c158423a5,Pamela Rodriguez,11,4.6,73,83,13.7
de6d2d7e-9f31-4acb-a362-dbc180245320,Sara Lyons,10,1,West Johnburgh,"Science, Geography",2022-02-05,00513063-020a-4a12-855d-fed45fa7cb00,Patrick Schwartz,14,4.4,100,100,0.0
abf0f4bd-4af0-46fe-9bbd-d1f416f14aad,David Kelly,14,12,Morganfort,"English, Math, Biology",2023-05-04,52f29d2c-3747-414b-9140-e8ae892324d6,Victoria Moran,16,4.8,80,86,7.5
3a6f36fa-2418-43ef-b99f-de337a2be049,Ian Tucker,10,11,Port Alexandra,Biology,2020-09-29,36cc66a4-03a7-490a-b25c-c9a3edbc59fe,Michelle Mullins,14,4.7,52,80,53.85
421aa15e-f58c-43ce-b51d-70d8582dd972,Vincent Cox,14,2,Woodwardport,"Chemistry, Science, Math",2022-10-12,4f0fa9db-4b6a-4fea-81cf-7f935e6cc9e4,Andrew Williams,19,4.5,95,99,4.21
e583847f-852d-4ee5-8061-fd30d9073286,Jennifer Herrera,6,6,East Sarah,"Math, Chemistry",2023-04-01,fea0eb70-ca8b-425c-baab-6a44182165fc,Jacob Melendez,15,4.5,91,98,7.69
606e8502-002f-4cc4-896b-fafff5b7751f,Tony Dominguez,17,5,East Kimberly,Geography,2021-05-08,c2f27fc1-b210-4ccd-a51e-0bdec816c4aa,Crystal Washington,13,4.4,68,78,14.71
033c1469-4f06-4a18-b4a2-64447d3c279b,Kristi Martin,13,9,Lambfort,History,2022-09-02,8b67e0d3-05d7-4967-ad96-35ef1426a5dc,Patrick Stevenson,3,4.4,64,65,1.56
e389adef-4d1d-4659-8736-e1668042e02f,Joshua Roberts,12,8,East Samanthaville,Biology,2021-05-26,e89a006d-7163-4db0-80af-906697046d7c,Tracy Johnson,20,4.6,64,98,53.12
f0022e2e-2bd4-4ea0-8bbd-6b2f42f378f2,Adrian Smith,16,5,Jennyport,Geography,2020-12-23,a9c633e2-7c11-4797-b6bf-aa9b641d2571,Charles Morse,14,4.5,94,98,4.26
14dbad22-15ea-49d2-9e3d-59d070aaf525,Ronald Moore,15,5,South Cheyenne,History,2023-08-19,a83ae027-01d1-4888-8541-01742e34cc4c,Jennifer Chen,12,4.7,70,96,37.14
e689e5e8-87c4-4eb8-8f8e-3e0103c8e104,John Johnson,15,4,Sarahton,"Chemistry, Physics",2023-11-17,81992dc5-d748-4a76-80aa-f97e454b57c1,Scott Stanley,13,4.2,88,95,7.95
2f120554-4a53-48cc-bdfa-bc08935ddd72,Cody Salazar,10,6,Thomasland,Math,2021-02-08,2328d866-975e-4ac2-b08d-f7c1e20fed4b,Daniel Howard,13,4.6,73,99,35.62
4cea2df0-0a66-4c4e-a168-1081399f8a8f,Ryan Rivera,14,3,Port Eduardo,"English, Geography, Physics",2023-12-02,85b3a01e-e414-4592-92ce-51fd55ed6029,Danny Harper,8,4.6,94,98,4.26
a9452a96-a123-4c72-89ac-e04913bd01ae,Cole Guzman,7,6,Ericberg,"Biology, History, Chemistry",2023-08-27,6a372851-02c1-40b0-bce7-774272280d9a,Curtis Riley,5,3.6,96,96,0.0
4fdc1351-5ba8-40dc-a45d-b6ca6f6a2196,Gary Hatfield,12,8,Reyeschester,"Geography, Chemistry",2022-03-30,09b12bc9-8805-4048-b53a-7cec4fbf545a,Christopher Kemp,3,4.5,62,69,11.29
832c9b79-60c8-45a0-9560-e64c55f7792a,Ryan Fields,14,2,West Sara,"History, Physics",2021-07-21,8b67e0d3-05d7-4967-ad96-35ef1426a5dc,Patrick Stevenson,3,4.4,93,96,3.23
84eaf943-2ee6-4e21-93fb-2ed1b9534807,Michelle Wheeler,8,11,Hernandezfort,"Biology, Physics",2021-10-24,b397b350-838a-425d-b436-915272e99ed1,William Miller,16,4.0,66,73,10.61
67f8ab57-0572-4bb5-8bee-2ebdb44788bd,Scott Richards,13,11,Fernandeztown,"Math, Science, History",2021-02-27,aaa91ed4-7be1-451a-bc12-55417d534839,Vincent Roth,16,4.9,51,58,13.73
ae9e8d03-8498-4111-b71a-239070c742d0,Adam Young,7,12,Davisview,"History, Biology, Physics",2022-06-20,39e72e2a-cabf-4d94-8bea-ce4de4f44028,Alexandria Gutierrez,19,4.1,51,98,92.16
c74dd25c-6dbf-459c-837d-975248f3531c,Michelle Shah DDS,11,6,Veronicaborough,"History, Science, Geography",2023-09-03,ad26ebe4-cadf-4be2-868f-63654405962b,Jeremy Page,4,3.8,51,99,94.12
e389adef-4d1d-4659-8736-e1668042e02f,Joshua Roberts,12,8,East Samanthaville,Biology,2021-05-26,cfa243f7-74a4-4022-a7b1-5c59cf1b0e9c,Robert Turner,11,3.6,90,99,10.0
169e98ce-a771-4b3c-9f11-8a429cd3a795,Chad Dorsey,6,1,Port Andrew,"History, Biology, English",2022-05-28,8506b30c-2513-4e03-be8f-ed3dfde60dd4,Sarah Hester,20,4.9,71,88,23.94
2b12c92c-6256-4a95-9487-b5c3b7626f49,Matthew Mcdaniel,17,7,South Sarah,"Geography, Math",2021-04-03,140895d0-281b-4255-8fc7-6634cea323b4,Peter Boyer,8,5.0,86,94,9.3
78edd1c6-e981-44a4-b894-cf22c2dc9456,Michael Gomez,9,8,Ortizshire,"History, Math",2020-11-23,ef137c97-1058-4f45-a539-021523c0b469,Andrew Burns,20,4.7,53,85,60.38
e8a14cd3-28a3-438c-8ba4-d5e24718e12c,Trevor Taylor,16,10,West Tyler,English,2022-07-31,5286369e-1eff-4078-b985-577fc069f48d,David Kelley,5,4.1,53,95,79.25
3d792fa1-2284-47a4-87e7-f5938b5885ca,Karen Bishop,13,1,Brittanyberg,"Chemistry, English",2022-08-22,4f0fa9db-4b6a-4fea-81cf-7f935e6cc9e4,Andrew Williams,19,4.5,60,74,23.33
fa7199d6-53e8-4886-9411-723a50b417eb,Randy Grimes,16,5,New Russell,Physics,2022-01-07,4f73efb1-70dc-4c84-b569-62c2706c360e,Darrell Rivera,2,4.9,75,84,12.0
c110412c-3843-4ed6-a586-94b6113c1836,Christopher Mayer,12,12,Zimmermanborough,"Physics, Math, Geography",2023-02-16,b97155a0-d334-4b0a-a96e-77d2ea853efa,Mark Montoya,6,4.1,65,84,29.23
52722246-257e-4412-a215-74899fbd4b9f,Ryan Scott,14,11,New Janet,"Biology, History",2020-12-22,cfa243f7-74a4-4022-a7b1-5c59cf1b0e9c,Robert Turner,11,3.6,87,97,11.49
0d3dc6aa-dba4-4b5e-9498-665b79fe0a1b,Jennifer Bowers,16,5,Anthonyhaven,"English, Chemistry, Biology",2020-10-24,ee9d0e10-f9d7-479d-bd0b-fd3ba7d8baef,Peggy White,14,4.0,60,66,10.0
01ed02db-d663-4406-a90a-f02131d4f7df,Ryan Zimmerman,6,10,South Nicole,"English, Biology, Science",2022-04-02,0c445964-acdb-4ccc-900d-cfdbc413b8e8,Monique Jacobson,4,3.9,99,99,0.0
a9452a96-a123-4c72-89ac-e04913bd01ae,Cole Guzman,7,6,Ericberg,"Biology, History, Chemistry",2023-08-27,d3c94fc4-71da-4538-bfdb-8ef3619b351e,Michelle Curry,17,4.8,83,95,14.46
98c75205-1e01-4934-802d-0baf878b9f6b,Mary Smith,7,6,Mcculloughhaven,Geography,2022-08-25,74020ea1-9b39-485e-89cf-17ba2a51d1ea,Victoria Crawford,20,4.1,89,97,8.99
0063b5c9-24fa-4196-b801-59870008cccf,Paul Chavez,14,2,East Nicholas,"Geography, History, English",2023-12-03,ef381237-19a0-4532-9219-7d9333a70c3d,Mr. John Heath,14,4.7,70,70,0.0
