session_id,student_id,student_name,tutor_id,tutor_name,subject,session_date,duration_minutes,session_type,rating,comments
571cf04d-e771-4dcc-969a-2550fdb9def3,6239f30a-7052-4bb6-90c6-735014b3f264,Kimberly Arnold,d5b2fd55-a89d-431d-a6ad-2510de7b2c42,Jose Robles,Biology,2024-02-20,45,one-on-one,1.0,Forget building ground establish.
b36cddb8-beab-4ee5-8861-4c36b9167519,a8294aab-afaf-4b68-a05b-f9e7c42b43fa,Patricia Rodriguez,ad26ebe4-cadf-4be2-868f-63654405962b,Jeremy Page,English,2024-01-13,65,group,,
cc898b6a-733d-4528-9432-3934cda9cfae,b5c99b49-751f-4e54-a0e7-74869ed9c124,Lance King,08153b1f-f77b-4c86-aa32-49e632ab7704,Nicole Macdonald,History,2024-01-25,114,group,,
7072aa51-18cb-4e11-abe0-4a6109ca574d,849648e8-5084-440f-bb8f-5fc77c96eefa,Anna Stewart,0c445964-acdb-4ccc-900d-cfdbc413b8e8,Monique Jacobson,Geography,2024-05-17,86,one-on-one,,
55b3b1ac-c349-40a7-bcfa-3a3b47f050aa,b5b85fb3-c5b0-43c8-a038-c8f68cb12015,Laura Douglas,64d2a318-4388-438a-82bc-a728ec207495,Marie Larson,Math,2024-02-19,33,group,4.0,Once style measure use education too.
bb8bb9ae-57e0-41c6-8494-305d7194a9f1,e9e7e1ba-916b-41ee-afae-feda6b325d48,Michelle Nielsen,d866e735-f4a6-4316-8851-c1df7d1e162d,Glenn Warren,Math,2024-03-03,67,group,,
5a55805d-d0cd-4cc6-be14-9e5fa35c56b3,03cb8f1e-9b9a-4bf5-8a78-491f02115503,Tiffany Beasley,a5160d17-e71f-4674-8588-3d4441b11180,Joshua Coleman,Chemistry,2024-05-21,70,group,4.0,Behavior ten effort kitchen into data miss.
e8ebbae2-5bc1-477a-ba29-fad95cae1234,882ab925-80b2-4b0c-aa24-65cf16c2b4aa,Barbara Watkins,0c7c9761-a617-4e49-844e-c9a812c19b82,Carolyn Fischer,Math,2024-05-19,106,one-on-one,1.0,List newspaper up year.
64d06b24-0475-45fb-b38b-4372600cea03,970a06dc-f444-4dae-9d21-ae7c60252b8d,Anna Phelps,cfa243f7-74a4-4022-a7b1-5c59cf1b0e9c,Robert Turner,Biology,2024-05-02,82,group,2.0,Decision assume successful.
66871fab-4ee6-436f-89d7-8ab394be4e35,039d60ba-9c99-4735-95a6-52a708fce7af,Brian Joseph,8b67e0d3-05d7-4967-ad96-35ef1426a5dc,Patrick Stevenson,History,2024-06-03,113,one-on-one,,
dac79c04-8b8b-435c-85a2-73a19a5413dd,c4be5a7f-a15d-41c9-9536-99654f4f5a26,David Reyes,5e3fafbf-fc06-43de-adb3-a8a79e9e44c5,Christine Cortez,Chemistry,2024-01-24,97,one-on-one,4.0,Idea opportunity fish civil point clear collection.
24b44126-6f1f-4a15-8631-d91b5073039f,a9452a96-a123-4c72-89ac-e04913bd01ae,Cole Guzman,d7fab5bc-1dc1-4ea2-af06-771ef7f6b599,Kelli Warner,Chemistry,2024-01-19,40,group,2.0,Order goal party threat.
a80ab200-0cfc-4e46-a002-5f82d5d0a12d,90ec8374-6862-4c24-a13a-6ad812b34a24,Tracy Reynolds,7b2f84a1-db45-435d-a332-8206f963aee1,Victoria Humphrey,Physics,2024-04-18,51,group,5.0,Fly oil smile know board stuff.
c0fa5031-326e-4983-b6bd-16ac4ab50701,03cb8f1e-9b9a-4bf5-8a78-491f02115503,Tiffany Beasley,aaa91ed4-7be1-451a-bc12-55417d534839,Vincent Roth,Physics,2024-05-07,116,one-on-one,4.0,History blood whose marriage kid several.
90b359d9-ff0a-437a-be0f-74885c88c320,ce65b211-a3c9-48d7-aceb-18652fc339b9,Jason Arroyo,e89a006d-7163-4db0-80af-906697046d7c,Tracy Johnson,History,2024-01-17,69,group,3.0,Strategy physical campaign store middle once news develop.
6ed4e645-aaed-4b53-b917-5ae8c38efb8c,43fd46ff-d034-49a4-aca7-23c48f4ed442,Dean Graves,b397b350-838a-425d-b436-915272e99ed1,William Miller,Chemistry,2024-03-02,78,group,5.0,Wait work more fact.
a0f9986a-b236-4b7e-a221-c908a4edeefd,56525ce0-3725-4d0c-b9c4-5c38b440ffe0,Andrew Martin,e89a006d-7163-4db0-80af-906697046d7c,Tracy Johnson,Math,2024-02-25,115,group,1.0,Interview three economy amount national.
46685cdd-75f9-4f41-90a1-5299054efa50,e5e6190b-28da-4b89-8130-8a09cddd03bb,David Espinoza,04cb4dad-d98e-4ec6-8fde-ab3c158423a5,Pamela Rodriguez,Physics,2024-05-02,102,group,1.0,Morning pretty live whether every also will because.
2911cf30-36bc-4268-a1af-473df106892b,de6d2d7e-9f31-4acb-a362-dbc180245320,Sara Lyons,00513063-020a-4a12-855d-fed45fa7cb00,Patrick Schwartz,Science,2024-05-20,46,one-on-one,2.0,Wrong Mr company if during because.
28685bdd-02c8-4d11-b3f1-9747e9a28f3c,abf0f4bd-4af0-46fe-9bbd-d1f416f14aad,David Kelly,52f29d2c-3747-414b-9140-e8ae892324d6,Victoria Moran,Biology,2024-01-01,79,group,2.0,I art prove ready southern.
ae055b94-fdcb-4a6e-9265-da012aad0659,3a6f36fa-2418-43ef-b99f-de337a2be049,Ian Tucker,36cc66a4-03a7-490a-b25c-c9a3edbc59fe,Michelle Mullins,Biology,2024-01-10,89,one-on-one,,
0de68b59-c484-4813-9eab-d8f7178234e8,421aa15e-f58c-43ce-b51d-70d8582dd972,Vincent Cox,4f0fa9db-4b6a-4fea-81cf-7f935e6cc9e4,Andrew Williams,Chemistry,2024-05-09,64,one-on-one,,
7f137c0d-39e6-4a53-9d59-195f39745c90,e583847f-852d-4ee5-8061-fd30d9073286,Jennifer Herrera,fea0eb70-ca8b-425c-baab-6a44182165fc,Jacob Melendez,Chemistry,2024-02-19,83,one-on-one,1.0,Him protect information task.
5fe1ea9c-ca70-4692-90d8-416a4fe569dd,606e8502-002f-4cc4-896b-fafff5b7751f,Tony Dominguez,c2f27fc1-b210-4ccd-a51e-0bdec816c4aa,Crystal Washington,Geography,2024-05-22,91,one-on-one,2.0,Vote economic gas five world office score.
fc4358e5-5041-43d0-8950-6262a797765a,033c1469-4f06-4a18-b4a2-64447d3c279b,Kristi Martin,8b67e0d3-05d7-4967-ad96-35ef1426a5dc,Patrick Stevenson,History,2024-05-07,87,group,,
fcc59763-7f44-4ece-b2db-458cc4fc4cd0,e389adef-4d1d-4659-8736-e1668042e02f,Joshua Roberts,e89a006d-7163-4db0-80af-906697046d7c,Tracy Johnson,Biology,2024-04-29,110,one-on-one,3.0,Spring central then prepare fight crime water.
c68ddf7d-d7d5-49bd-93e4-7e37817d6729,f0022e2e-2bd4-4ea0-8bbd-6b2f42f378f2,Adrian Smith,a9c633e2-7c11-4797-b6bf-aa9b641d2571,Charles Morse,Geography,2024-01-10,74,group,4.0,Action who special factor spend.
36834a01-bdb5-4f1d-a141-b4023e6836da,14dbad22-15ea-49d2-9e3d-59d070aaf525,Ronald Moore,a83ae027-01d1-4888-8541-01742e34cc4c,Jennifer Chen,History,2024-02-15,115,group,2.0,Method gun go base sign.
0aa1ee6f-1b04-4aa4-a3f3-3d5519248947,e689e5e8-87c4-4eb8-8f8e-3e0103c8e104,John Johnson,81992dc5-d748-4a76-80aa-f97e454b57c1,Scott Stanley,Chemistry,2024-04-26,62,one-on-one,3.0,Wish arrive attention.
d6659f3a-9708-439e-976f-1bd98f43392b,2f120554-4a53-48cc-bdfa-bc08935ddd72,Cody Salazar,2328d866-975e-4ac2-b08d-f7c1e20fed4b,Daniel Howard,Math,2024-05-21,33,one-on-one,,
740214c3-6f06-4764-9d67-2b49cdbdc97f,4cea2df0-0a66-4c4e-a168-1081399f8a8f,Ryan Rivera,85b3a01e-e414-4592-92ce-51fd55ed6029,Danny Harper,Physics,2024-05-06,83,group,3.0,Soldier run what general.
bc6b0535-0399-46c0-a53d-ab24732d6cfe,a9452a96-a123-4c72-89ac-e04913bd01ae,Cole Guzman,6a372851-02c1-40b0-bce7-774272280d9a,Curtis Riley,Biology,2024-04-29,93,group,,
a0302c1d-8629-4f4d-a2cb-0fefc330ad4f,4fdc1351-5ba8-40dc-a45d-b6ca6f6a2196,Gary Hatfield,09b12bc9-8805-4048-b53a-7cec4fbf545a,Christopher Kemp,Geography,2024-03-02,56,group,4.0,Order join future second reach.
20719868-35f2-45fa-85aa-157bb409e558,832c9b79-60c8-45a0-9560-e64c55f7792a,Ryan Fields,8b67e0d3-05d7-4967-ad96-35ef1426a5dc,Patrick Stevenson,History,2024-04-28,47,one-on-one,4.0,Kind quickly grow.
ac3d0478-4b3d-45c6-8dcd-fa954cab56c3,84eaf943-2ee6-4e21-93fb-2ed1b9534807,Michelle Wheeler,b397b350-838a-425d-b436-915272e99ed1,William Miller,Biology,2024-03-19,39,group,,
0cdff20e-c1e7-4ade-858e-8dfb98468947,67f8ab57-0572-4bb5-8bee-2ebdb44788bd,Scott Richards,aaa91ed4-7be1-451a-bc12-55417d534839,Vincent Roth,Science,2024-03-29,65,group,,
ecf75dbc-3f54-4f83-911d-c9fc92162634,ae9e8d03-8498-4111-b71a-239070c742d0,Adam Young,39e72e2a-cabf-4d94-8bea-ce4de4f44028,Alexandria Gutierrez,Biology,2024-03-17,41,group,,
4ebb7bc5-a998-4bcc-8e83-e494438fa430,c74dd25c-6dbf-459c-837d-975248f3531c,Michelle Shah DDS,ad26ebe4-cadf-4be2-868f-63654405962b,Jeremy Page,Geography,2024-05-23,35,group,,
